date,split,product,model,donor,recipient,quantity,distance,holding_days
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don432,rec0,6.0,690.7964999999999,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don442,rec89,3.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don443,rec253,2.0,68.58200000000001,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don445,rec131,3.0,122.0285,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don446,rec0,5.0,5.1795,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don466,rec605,6.0,21.963,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don467,rec253,400.0,68.58200000000001,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don468,rec89,5.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don487,rec89,3.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don490,rec122,9.0,151.1025,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don493,rec122,1.0,14.096,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don494,rec0,10.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don503,rec122,4.0,14.096,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don507,rec89,50.0,21.963,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don511,rec0,10.0,590.1020000000001,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don522,rec582,8.0,5.1795,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don523,rec87,8.0,68.58200000000001,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don527,rec12,15.0,366.0375,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don529,rec0,20.0,5.1795,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don530,rec89,10.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don531,rec0,12.0,5.1795,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don533,rec605,20.0,14.096,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don536,rec38,100.0,295.1365,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don538,rec89,10.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don540,rec89,42.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don541,rec89,20.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don543,rec87,10.0,68.58200000000001,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don544,rec122,13.0,151.1025,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don545,rec0,6.0,532.017,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don553,rec122,20.0,21.963,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don554,rec442,500.0,562.254,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don568,rec89,10.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don570,rec89,5.0,408.943,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don572,rec122,45.0,14.096,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don575,rec442,7.0,366.0375,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don577,rec87,40.0,122.0285,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don578,rec88,15.0,194.979,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don579,rec122,1.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don580,rec635,1000.0,638.9715,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don581,rec89,1.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don589,rec87,4.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don597,rec0,10.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don599,rec89,5.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don611,rec0,30.0,5.1795,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don612,rec0,70.0,21.963,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don614,rec89,2.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don615,rec89,100.0,94.5685,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don616,rec89,6.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don617,rec89,4.0,21.963,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don620,rec122,20.0,237.9225,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don625,rec635,3.0,590.1020000000001,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don627,rec89,400.0,14.096,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don630,rec409,15.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don633,rec89,1000.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don634,rec89,25.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don635,rec88,20.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don637,rec605,3.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don643,rec131,1.0,94.5685,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don645,rec621,10.0,151.1025,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don646,rec0,2.0,68.58200000000001,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don647,rec605,1000.0,151.1025,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don648,rec599,3.0,122.0285,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don649,rec87,12.0,14.096,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don661,rec89,2.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don662,rec0,20.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don666,rec0,25.0,532.017,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don674,rec266,24.0,68.58200000000001,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don675,rec89,3.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don676,rec122,2.0,21.963,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don677,rec582,3.0,14.096,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don682,rec87,8.0,68.58200000000001,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don685,rec131,6.0,175.261,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don686,rec88,6.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don687,rec442,1.0,366.0375,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don688,rec89,3.0,349.019,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don689,rec122,1000.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don691,rec0,100.0,21.963,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don692,rec409,15.0,21.963,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don693,rec89,1000.0,14.096,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don694,rec89,500.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don698,rec310,4.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don703,rec131,1.0,5.1795,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don705,rec89,620.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don706,rec0,10.0,5.1795,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don707,rec0,500.0,68.58200000000001,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don709,rec605,10.0,14.096,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don717,rec409,4.0,68.58200000000001,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don719,rec0,10.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don723,rec89,180.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don726,rec88,10.0,5.1795,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don728,rec0,6.0,5.1795,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don731,rec122,2.0,21.963,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don740,rec409,2.0,175.261,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don745,rec131,500.0,175.261,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don747,rec605,20.0,385.7645,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don748,rec89,6.0,5.1795,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don749,rec89,60.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don751,rec122,200.0,14.096,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don752,rec0,40.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don759,rec12,1000.0,214.4355,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don761,rec89,20.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don762,rec0,11.0,5.1795,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don763,rec89,180.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don764,rec0,1000.0,638.9715,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don766,rec409,100.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don767,rec605,20.0,333.27,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don768,rec409,4.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don769,rec409,13.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don77,rec409,4.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don771,rec122,20.0,21.963,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don772,rec409,10.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don91,rec442,18.0,562.254,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don92,rec442,1.0,562.254,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don94,rec122,1000.0,21.963,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don95,rec0,5.0,690.7964999999999,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don98,rec599,5.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don778,rec621,25.0,68.58200000000001,4.499305555555556
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don801,rec0,10.0,614.4975,3.25556712962963
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don812,rec253,1.0,68.58200000000001,2.883263888888889
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don835,rec87,1.0,94.5685,2.2685069444444443
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don836,rec89,720.0,31.625,2.263587962962963
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don840,rec409,4.0,46.091,2.180138888888889
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don852,rec785,16.0,122.0285,1.7783217592592593
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don873,rec0,300.0,21.963,1.0271064814814814
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don886,rec605,20.0,94.5685,0.8513773148148148
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don909,rec409,2.0,175.261,0.025902777777777778
2020-04-24 00:00:00+00:00,calibration,respirators,ACM-4 (coupled),don912,rec89,120.0,21.963,0.009155092592592593
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don102,rec1052,8.0,408.943,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don129,rec1052,500.0,333.27,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don130,rec1037,500.0,295.1365,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don131,rec571,100.0,94.5685,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don142,rec1037,80.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don159,rec571,8.0,68.58200000000001,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don193,rec1037,1000.0,5.1795,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don197,rec31,30.0,21.963,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don200,rec571,300.0,122.0285,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don205,rec31,50.0,31.625,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don217,rec571,200.0,94.5685,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don228,rec1037,100.0,14.096,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don231,rec1037,500.0,295.1365,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don242,rec31,20.0,237.9225,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don293,rec571,25.0,68.58200000000001,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don297,rec1037,100.0,5.1795,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don307,rec1037,1000.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don310,rec571,80.0,94.5685,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don312,rec571,50.0,94.5685,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don313,rec571,150.0,68.58200000000001,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don323,rec571,150.0,46.091,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don324,rec571,5.0,94.5685,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don325,rec1037,500.0,21.963,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don326,rec1052,1.0,267.284,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don327,rec31,75.0,21.963,4.833333333333333
2020-04-24 00:00:00+00:00,calibration,surgicalMasks,ACM-4 (coupled),don329,rec31,10.0,21.963,4.833333333333333
